Papel;Cotacao;PL;PVP;PSR;DY;PAtivo;PCapGiro;PEBIT;PAtivCircLiq;EVEBIT;EVEBITDA;MargEBIT;MargLiq;LiqCorr;ROIC;ROE;Liq2meses;PatrimLiquido;DivBrutaPatrim;CrescRec5a
GNDI3;66.95;-3584.82;5.84;3.423;0.0239;2.378;79.65;87.05;-6.21;91.13;50.88;0.0393;-0.0009;1.17;0.030899999999999997;-0.0016;0.0;7116080000.0;0.53;0.2523
POSI3;4.19;-1500.36;0.37;0.174;0.1082;0.134;0.5;2.58;5.85;4.91;3.72;0.0673;0.0014000000000000002;1.69;0.07780000000000001;-0.0002;6018960.0;1596430000.0;0.84;0.0049
AGRO3;21.41;-1394.08;1.06;2.159;0.0352;0.589;5.41;94.46;-3.77;148.95;35.29;0.0229;-0.0015;1.61;0.0067;-0.0008;3837160.0;2078030000.0;0.64;-0.1184
PLDN4;486.0;-553.07;1.08;0.919;0.0;0.611;1.07;-75.56;3.1;-33.12;-33.12;-0.012199999999999999;-0.0017000000000000001;10.81;-0.0127;-0.002;0.0;289939000.0;0.01;0.1026
CBEE3;9.98;-500.68;0.46;0.463;0.0352;0.211;-2.02;3.25;-0.67;6.16;4.1;0.1426;-0.0009;0.68;0.07339999999999999;-0.0009;2583.33;9884100000.0;0.44;0.0414
LCSA4;35.09;-337.52;-228.0;79.738;0.0;125.308;-202.27;-505.8;-96.61;-506.56;-506.56;-0.1577;-0.23629999999999998;0.29;-0.2874;0.6755;0.0;-377568000.0;-0.35;63.540699999999994
BHGR3;19.1;-272.16;1.1;3.613;0.0;0.855;-194.45;23.7;-8.56;25.95;14.2;0.1524;-0.0131;0.96;0.0393;-0.004;0.0;1077600000.0;0.2;0.20670000000000002
DMMO3;1.76;-258.65;-1.72;2.854;0.0;3.346;11.9;6.37;-1.37;5.9;5.42;0.4481;-0.011000000000000001;2.25;0.7039;0.0066;0.0;-553275000.0;0.0;-0.17370000000000002
WDCN3;2.59;-238.21;0.26;0.187;0.07339999999999999;0.114;0.5;1.12;-2.11;-0.28;-0.12;0.1661;-0.0007000000000000001;1.84;0.1267;-0.0011;77215.5;642573000.0;0.0;-0.0696
RJCP3;0.01;-224.7;0.65;0.0;0.0;0.619;0.0;-522.94;0.0;-523.96;-917.32;0.0;0.0;0.0;0.0;-0.0029;0.0;17287200.0;0.0;0.0
ABYA3;4.91;-214.8;1.76;2.055;0.0;0.527;1.98;19.96;-2.75;33.67;33.67;0.10289999999999999;-0.0096;2.09;0.0278;-0.008199999999999999;0.0;292060000.0;1.31;0.1641
PITI4;1.28;-204.74;0.0;0.0;0.0;0.0;0.0;-2637.65;0.0;-2637.65;111.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.2963
GOLL4;0.79;-189.23;-60.87;44.173;0.0;35.579;-192.97;-2431.67;-27.99;-2463.64;405.91;-0.0182;-0.2334;0.63;-0.0183;0.32159999999999994;0.0;-15618800000.0;-0.99;0.3173
DTCY3;2.5;-169.68;22.5;3.364;0.0;3.808;8.72;-110.87;27.52;-96.44;40.01;-0.030299999999999997;-0.019799999999999998;1.82;-0.0706;-0.1326;408.62;1237000.0;0.0;-0.0886
LCSA3;12.5;-120.23;-81.22;28.405;0.0;44.638;-72.05;-180.18;-34.41;-180.95;-180.95;-0.1577;-0.23629999999999998;0.29;-0.2874;0.6755;0.0;-377568000.0;-0.35;63.540699999999994
MAGG3;59.4;-119.98;1.32;0.684;0.0;0.44;9.32;4.07;-1.55;6.41;5.34;0.16820000000000002;-0.005699999999999999;1.14;0.1405;-0.011000000000000001;0.0;2246130000.0;1.03;0.09269999999999999
SQIA3;27.37;-110.33;3.7;3.592;0.0;1.49;25.87;62.33;-3.84;67.32;18.5;0.0576;-0.0288;1.43;0.0281;-0.0335;0.0;650717000.0;0.65;0.4632
LAND3;8.98;-92.07;1.32;9.581;0.008100000000000001;1.013;-79.96;15.1;-5.71;15.87;15.06;0.6346;-0.1041;0.82;0.0688;-0.0144;441864.0;652360000.0;0.1;-0.1056
LINX3;37.4;-90.95;4.38;7.885;0.0152;2.745;11.96;53.17;47.06;51.49;22.97;0.1483;-0.0867;2.14;0.0682;-0.0481;0.0;1619010000.0;0.22;0.15539999999999998
BNCA3;70.3;-90.3;2.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.027200000000000002;0.0;3068150000.0;0.0;0.0241
AMIL3;32.2;-73.28;7.7;1.129;0.0;2.003;-16.95;136.58;-5.43;138.61;50.13;0.0083;-0.015300000000000001;0.75;0.0222;-0.1051;0.0;1532980000.0;1.24;0.2847
BRTP3;35.71;-67.26;2.45;1.168;0.0;0.684;8.98;6.03;-2.4;7.55;7.55;0.1937;-0.0296;1.29;0.1341;-0.0364;0.0;5302340000.0;0.91;0.0366
IDVL11;140.0;-66.0;60.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9176000000000001;0.0;237683000.0;0.0;0.0
AURA33;136.96;-64.77;20.34;5.819;0.0059;3.36;-392.68;11.1;-6.51;11.36;11.36;0.5242;-0.0898;0.97;0.42979999999999996;-0.3141;145860000.0;1462190000.0;1.55;0.2182
PEFX5;19.0;-52.04;1.68;0.477;0.0;0.597;20.34;5.75;-3.18;6.59;0.0;0.083;-0.0092;1.07;0.1177;-0.032400000000000005;0.0;396955000.0;0.31;0.0436
PEFX3;19.0;-52.04;1.68;0.477;0.0;0.597;20.34;5.75;-3.18;6.59;0.0;0.083;-0.0092;1.07;0.1177;-0.032400000000000005;0.0;396955000.0;0.31;0.0436
TUPY4;48.21;-50.14;2.07;0.638;0.0;0.647;1.77;13.11;-9.26;17.82;9.84;0.0487;-0.0129;2.45;0.0703;-0.041299999999999996;0.0;3081650000.0;1.28;0.10949999999999999
MTIG4;23.0;-49.52;-359.15;56.001;0.0;36.906;-50.93;-94.31;-44.0;-95.57;-104.6;-0.5938;-1.1309;0.27;-0.478;7.2528;0.0;-7835380.0;-4.95;-0.26539999999999997
SCLO3;14.1;-48.69;-0.1;0.0;0.0;0.24;-0.09;-29.24;-0.09;-87.63;-87.63;0.0;0.0;0.18;-0.0083;0.0021;0.0;-131423000.0;-0.21;0.0
TOYB4;2.5;-47.96;-5.43;5.256;0.0;4.405;-6.47;-9.04;-3.83;-9.15;-9.67;-0.5816;-0.1096;0.49;-0.5936;0.1131;0.0;-13852000.0;-0.07;-0.2699
IMBI3;5.01;-46.42;2.81;2659.02;0.0;0.518;-2.21;-97.12;-0.37;-104.72;-107.45;-27.378800000000002;-138.21200000000002;0.05;-0.0054;-0.0605;0.0;62544000.0;0.22;-0.5716
CLAN4;3.0;-44.92;0.47;15.151;0.0;0.406;-15.5;-82.56;-6.36;-97.43;22.68;-0.18350000000000002;-0.3373;0.73;-0.005;-0.0105;0.0;1012240000.0;0.08;-0.6396000000000001
TOYB3;2.29;-43.94;-4.97;4.815;0.0;4.035;-5.93;-8.28;-3.5;-8.39;-8.87;-0.5816;-0.1096;0.49;-0.5936;0.1131;0.0;-13852000.0;-0.07;-0.2699
EBTP3;10.21;-43.56;1.17;0.548;0.0;0.353;-502.47;6.42;-0.73;8.46;2.85;0.08529999999999999;-0.0103;0.99;0.0603;-0.0268;0.0;10782200000.0;0.39;0.221
PCAR4;72.11;-42.95;16.81;1.852;0.0;1.921;-28.91;22.34;-3.39;23.66;13.71;0.08289999999999999;-0.0426;0.83;0.1217;-0.39130000000000004;0.0;2106000000.0;1.95;-0.1725
EBTP4;10.0;-42.66;1.14;0.537;0.0;0.346;-492.13;6.29;-0.71;8.33;2.81;0.08529999999999999;-0.0103;0.99;0.0603;-0.0268;0.0;10782200000.0;0.39;0.221
BAHI4;86.0;-41.84;34.34;6.666;0.0;5.101;-22.3;1042.55;-7.61;1057.48;145.62;0.0064;-0.16190000000000002;0.33;0.0051;-0.8207;0.0;66699000.0;0.72;0.07519999999999999
PCAR5;67.12;-39.98;15.64;1.724;0.0;1.788;-26.91;20.8;-3.15;22.12;12.81;0.08289999999999999;-0.0426;0.83;0.1217;-0.39130000000000004;0.0;2106000000.0;1.95;-0.1725
UCAS3;1.41;-39.8;0.51;0.392;0.0;0.243;7.11;-7.67;-1.02;-13.5;23.76;-0.051100000000000007;-0.0098;1.14;-0.0369;-0.0128;76394.9;183135000.0;0.61;0.0175
FBRA4;34.58;-39.57;1.66;0.457;0.0;0.738;18.94;7.4;-4.43;10.62;10.62;0.061799999999999994;-0.0115;1.11;0.11939999999999999;-0.042;0.0;213406000.0;0.77;0.12480000000000001
BRTP4;20.81;-39.19;1.43;0.681;0.0;0.399;5.23;3.51;-1.4;5.03;5.03;0.1937;-0.0296;1.29;0.1341;-0.0364;0.0;5302340000.0;0.91;0.0366
HBSA3;3.96;-38.23;2.49;2.404;0.0;0.83;4.89;8.87;-2.02;13.18;8.17;0.271;-0.0629;2.97;0.11599999999999999;-0.0652;9116160.0;2162050000.0;1.72;0.11939999999999999
GPAR3;14.05;-37.9;1.52;31.955;0.0;1.438;3.21;-66.97;3.49;-52.22;-58.73;-0.4772;-0.8439;30.03;-0.0322;-0.04;473.69;738921000.0;0.01;-0.4575
AZTE3;0.27;-37.28;0.36;29.784;0.0;0.347;-12.98;-17.77;-9.31;-18.11;-19.89;-1.6757;-0.799;0.14;-0.019799999999999998;-0.0097;1010030.0;252553000.0;0.01;0.0
ITEC3;40.1;-35.12;22.04;2611.69;0.0;9.216;25.42;-26.0;-68.91;-24.8;-29.56;-100.447;-74.3588;5.23;-0.6306;-0.6275999999999999;0.0;20143000.0;0.0;-0.7479
MAPT4;3.87;-33.55;-0.55;0.0;0.0;4.601;-508.08;-39.96;-0.49;-39.96;-39.96;0.0;0.0;0.0;-0.1151;0.0163;219.18;-6504000.0;0.0;0.0
APER3;46.75;-32.82;2.02;2.677;0.0;1.015;115.28;14.43;-4.33;15.41;11.57;0.1855;-0.0824;1.03;0.0833;-0.061500000000000006;0.0;472202000.0;0.4;0.42200000000000004
IMBI4;3.5;-32.43;1.96;1857.6;0.0;0.362;-1.54;-67.85;-0.26;-75.44;-77.41;-27.378800000000002;-138.21200000000002;0.05;-0.0054;-0.0605;0.0;62544000.0;0.22;-0.5716
PRTX3;2.77;-32.27;-145.32;297.651;0.0;1.4;-2.57;-97.11;-1.43;-128.99;37.19;-3.065;-9.2247;0.05;-0.015;4.5037;0.0;-18917000.0;-49.85;3.0795999999999997
BAHI5;65.0;-31.62;25.95;5.038;0.0;3.856;-16.85;787.97;-5.75;802.91;110.57;0.0064;-0.16190000000000002;0.33;0.0051;-0.8207;0.0;66699000.0;0.72;0.07519999999999999
DFVA3;9.9;-31.38;60.69;4.327;0.0;5.365;29.1;-55.91;-31.47;-58.28;-58.28;-0.0774;-0.1379;1.33;-0.1035;-1.9342;0.0;1170000.0;2.84;0.0339
ASTA4;25.83;-30.79;1.0;0.652;0.0;0.446;2.57;19.9;-3.3;33.2;33.2;0.032799999999999996;-0.0212;1.71;0.0252;-0.0325;0.0;515672000.0;0.85;-0.0473
VGOR4;5.87;-29.58;7.18;1.229;0.0;1.468;113.97;27.32;-3.22;34.09;34.09;0.045;-0.045899999999999996;1.04;0.06;-0.2429;0.0;135178000.0;1.89;0.04769999999999999
CRBM3;90.0;-28.95;3.26;1.498;0.0;1.172;2.98;-15.45;16.9;-14.17;-14.17;-0.09699999999999999;-0.0518;2.24;-0.12710000000000002;-0.1128;0.0;827347000.0;0.45;-0.0158
MAPT3;3.0;-26.01;-0.42;0.0;0.0;3.567;-393.86;-30.98;-0.38;-30.98;-30.98;0.0;0.0;0.0;-0.1151;0.0163;0.0;-6504000.0;0.0;0.0
DFVA4;8.0;-25.35;49.04;3.497;0.0;4.335;23.51;-45.18;-25.43;-47.55;-47.55;-0.0774;-0.1379;1.33;-0.1035;-1.9342;0.0;1170000.0;2.84;0.0339
CLSA3;10.51;-24.46;3.06;4.148;0.0;2.3;7.91;-13.18;8.04;-10.92;-16.07;-0.3148;-0.1696;2.19;-0.3079;-0.1252;0.0;644827000.0;0.0;-0.0003
CRPG3;19.61;-23.66;1.02;0.748;0.0;0.618;1.72;-14.69;2.55;-12.6;-62.68;-0.0509;-0.0316;2.3;-0.059500000000000004;-0.0429;1142.38;560276000.0;0.01;-0.087
MODL3;3.08;-22.99;1.88;0.0;0.0070999999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0817;0.0;1154890000.0;0.0;-0.6236999999999999
TAMM4;52.73;-22.74;3.8;0.626;0.0;0.524;-31.11;9.77;-0.96;18.01;9.66;0.0641;-0.022099999999999998;0.95;0.0636;-0.16699999999999998;0.0;2174310000.0;4.08;0.09789999999999999
TAMM3;52.6;-22.68;3.79;0.625;0.0;0.523;-31.04;9.74;-0.96;17.98;9.65;0.0641;-0.022099999999999998;0.95;0.0636;-0.16699999999999998;0.0;2174310000.0;4.08;0.09789999999999999
MSPA3;47.0;-22.68;0.37;1.687;0.0026;0.209;26.02;-31.4;-0.6;-49.11;48.56;-0.0537;-0.07440000000000001;1.1;-0.0069;-0.0163;2651.23;814013000.0;0.25;0.0431
CRPG6;18.49;-22.31;0.96;0.705;0.0;0.583;1.63;-13.85;2.4;-11.76;-58.5;-0.0509;-0.0316;2.3;-0.059500000000000004;-0.0429;5053.26;560276000.0;0.01;-0.087
CRPG5;17.74;-21.4;0.92;0.676;0.0;0.559;1.56;-13.29;2.3;-11.2;-55.71;-0.0509;-0.0316;2.3;-0.059500000000000004;-0.0429;38692.5;560276000.0;0.01;-0.087
MODL11;8.46;-21.05;1.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0817;0.0;1154890000.0;0.0;-0.6236999999999999
MODL4;2.72;-20.3;1.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0817;0.0;1154890000.0;0.0;-0.6236999999999999
MSPA4;41.0;-19.78;0.32;1.472;0.0033;0.183;22.7;-27.39;-0.52;-45.1;44.6;-0.0537;-0.07440000000000001;1.1;-0.0069;-0.0163;1471.69;814013000.0;0.25;0.0431
MLAS3;1.23;-19.61;0.33;0.271;0.040999999999999995;0.191;0.55;-25.0;0.71;-25.76;60.88;-0.0108;-0.0138;1.99;-0.011200000000000002;-0.017;1402680.0;3036010000.0;0.17;-0.041299999999999996
CRBM7;60.0;-19.3;2.18;0.999;0.0;0.782;1.99;-10.3;11.26;-9.02;-9.02;-0.09699999999999999;-0.0518;2.24;-0.12710000000000002;-0.1128;0.0;827347000.0;0.45;-0.0158
WMBY3;25.39;-19.3;2.87;0.836;0.0;0.182;1.2;8.62;-1.5;25.02;25.02;0.09699999999999999;-0.0705;1.44;0.0239;-0.14859999999999998;0.0;212439000.0;6.51;-0.1448
BIOM4;8.68;-19.26;4.18;8.334;0.0;2.449;7.76;-23.36;20.56;-23.89;-21.84;-0.3568;-0.43270000000000003;2.45;-0.1421;-0.21710000000000002;0.0;284098000.0;0.36;0.0857
TDBH4;0.66;-18.63;1.28;0.906;0.0;0.811;-6.15;8.73;-5.66;10.23;10.23;0.1038;-0.048600000000000004;0.63;0.1048;-0.06849999999999999;0.0;554115000.0;0.27;0.3574
TANC4;43.0;-18.54;3.1;0.511;0.0;0.428;-25.37;7.96;-0.78;16.2;8.69;0.0641;-0.022099999999999998;0.95;0.0636;-0.16699999999999998;0.0;2174310000.0;4.08;0.09789999999999999
AURE3;11.69;-18.49;0.98;0.932;0.0049;0.252;5.96;8.18;-0.46;21.7;10.68;0.114;-0.042300000000000004;1.32;0.035;-0.053099999999999994;53397500.0;12508800000.0;1.97;0.4343
BIOM3;7.64;-16.95;3.68;7.335;0.0;2.155;6.83;-20.56;18.1;-21.09;-19.28;-0.3568;-0.43270000000000003;2.45;-0.1421;-0.21710000000000002;594087.0;284098000.0;0.36;0.0857
CCIM3;5.52;-16.44;0.94;0.498;0.0;0.198;0.53;8.96;-1.09;25.04;38.84;0.0555;-0.030299999999999997;2.58;0.023799999999999998;-0.0575;0.0;660347000.0;1.93;0.2998
AESB3;8.11;-15.97;1.82;1.869;0.0;0.382;-96.21;7.57;-0.65;17.58;10.28;0.2469;-0.0901;0.97;0.057699999999999994;-0.1137;0.0;4216980000.0;2.88;0.1959
TDBH3;0.56;-15.81;1.08;0.769;0.0;0.688;-5.22;7.4;-4.8;8.91;8.91;0.1038;-0.048600000000000004;0.63;0.1048;-0.06849999999999999;0.0;554115000.0;0.27;0.3574
HAPV3;9.42;-15.26;0.1;0.16;0.0;0.064;0.78;3.46;-0.35;6.28;4.31;0.0461;-0.0105;1.98;0.0212;-0.0064;120874000.0;48650300000.0;0.27;0.2988
GBIO33;10.4;-14.97;1.32;1.518;0.0;0.791;7.57;13.53;17.58;16.06;16.06;0.1121;-0.1014;1.31;0.0712;-0.0883;0.0;838439000.0;0.31;-0.08990000000000001
GLOB4;30.49;-14.87;10.79;0.99;0.0;0.828;-4.91;13.71;-1.65;17.12;11.48;0.0722;-0.0666;0.71;0.0833;-0.7254999999999999;0.0;2634000000.0;3.54;-0.0351
CVCB3;2.0;-14.11;2.09;0.706;0.0;0.294;-2.19;6.61;-1.0;7.49;3.14;0.1069;-0.05;0.81;0.0592;-0.1479;70327400.0;503499000.0;0.76;0.19940000000000002
SCAR3;14.53;-13.72;0.56;2.114;0.48869999999999997;0.293;1.63;9.35;-1.36;17.66;10.73;0.2261;-0.1503;3.3;0.0351;-0.0406;718801.0;1504490000.0;0.7;0.23600000000000002
DOTZ3;2.86;-13.5;-0.15;0.202;0.0;0.17;-0.22;1.36;-0.1;3.93;1.94;0.1483;-0.0149;0.35;0.2045;0.0113;38736.8;-248748000.0;-0.46;0.1152
LECO4;1.46;-13.48;2.0;0.637;0.0;0.924;-16.84;-29.69;-3.16;-32.69;-32.69;-0.021400000000000002;-0.0472;0.82;-0.0348;-0.1482;0.0;105928000.0;0.2;0.0358
SEDU3;23.8;-13.36;15.0;3.443;0.0;1.531;57.9;-22.47;-2.67;-28.68;-69.64;-0.1533;-0.25730000000000003;1.09;-0.0815;-1.1229;0.0;415869000.0;4.67;0.10869999999999999
TESA3;48.0;-13.3;1.62;1.007;0.0;0.523;-11.1;9.41;-1.35;15.25;10.09;0.10710000000000001;-0.0758;0.86;0.0642;-0.12179999999999999;0.0;858223000.0;1.04;0.1548
TUPY3;12.75;-13.26;0.55;0.169;0.0;0.171;0.47;3.47;-2.45;8.17;4.52;0.0487;-0.0129;2.45;0.0703;-0.041299999999999996;16708200.0;3081650000.0;1.28;0.10949999999999999
NGRD3;27.57;-12.79;0.57;0.915;0.0;0.435;1.89;-15.46;3.55;-8.71;3.31;-0.0592;-0.07150000000000001;2.83;-0.0388;-0.0444;278944.0;443784000.0;0.04;0.034300000000000004
IGUA3;8.15;-12.52;-1.44;0.568;0.0;0.564;-0.65;8.22;-0.6;14.8;5.8;0.0691;-0.0453;0.34;0.0761;0.1152;0.0;-164188000.0;-1.33;-0.0741
FGUI3;12.0;-12.41;-2.15;16.009;0.0;25.203;-2.2;-57.76;-2.05;-70.17;-70.17;-0.2772;-1.29;0.04;-0.6074;0.1732;0.0;-222024000.0;-0.46;0.0213
IGUA6;8.07;-12.4;-1.43;0.562;0.0;0.558;-0.64;8.14;-0.59;14.72;5.77;0.0691;-0.0453;0.34;0.0761;0.1152;0.0;-164188000.0;-1.33;-0.0741
IGUA5;7.98;-12.26;-1.41;0.556;0.0;0.552;-0.64;8.04;-0.59;14.63;5.73;0.0691;-0.0453;0.34;0.0761;0.1152;0.0;-164188000.0;-1.33;-0.0741
ATED3;2.15;-11.84;2.82;1.934;0.0;2.244;5.97;32.09;6.67;30.97;17.29;0.0603;-0.14880000000000002;6.02;0.0827;-0.23809999999999998;28501.8;18149000.0;0.07;-0.2299
PRVI3;10.54;-11.74;1.61;0.919;0.0;0.565;-250.86;9.71;-1.48;9.87;6.39;0.0946;-0.0783;0.99;0.061500000000000006;-0.1371;0.0;525170000.0;0.1;0.16190000000000002
MTIG3;5.21;-11.22;-81.36;12.686;0.0;8.36;-11.54;-21.36;-9.97;-22.62;-24.76;-0.5938;-1.1309;0.27;-0.478;7.2528;0.0;-7835380.0;-4.95;-0.26539999999999997
CPNY3;2.35;-11.0;0.42;0.232;0.0;0.054;0.2;1.21;-0.13;4.21;4.21;0.1913;-0.021099999999999997;2.26;0.0548;-0.038599999999999995;0.0;398830000.0;2.33;0.201
ENJU3;1.01;-10.11;0.68;0.774;0.0;0.474;1.28;-7.23;1.61;0.09;-0.24;-0.10710000000000001;-0.0766;2.6;-0.14880000000000002;-0.0674;568818.0;303794000.0;0.0;0.28800000000000003
ECPR4;90.74;-9.92;1.22;0.0;0.0;0.624;175.57;-82.97;-1.29;-82.6;-82.72;0.0;0.0;2.97;-0.0075;-0.12279999999999999;0.0;141476000.0;0.0;0.0
ECPR3;90.25;-9.87;1.21;0.0;0.0;0.621;174.62;-82.52;-1.29;-82.15;-82.27;0.0;0.0;2.97;-0.0075;-0.12279999999999999;0.0;141476000.0;0.0;0.0
LWSA3;3.84;-9.68;0.88;1.467;0.07980000000000001;0.6;8.07;13.89;14.14;11.42;6.0;0.1056;-0.1515;1.26;0.050199999999999995;-0.09140000000000001;25237700.0;2467890000.0;0.03;0.1533
FIEI3;12.6;-9.07;0.42;23.529;0.0;0.268;-3.39;-5.81;-0.95;-9.13;-9.77;-4.0508999999999995;-2.5975;0.5;-0.0521;-0.0463;2500.74;72685000.0;0.34;-0.2187
TERI3;64.28;-8.83;0.29;0.107;0.0;0.081;7.9;7.2;-0.26;39.56;39.56;0.0149;-0.0191;1.03;0.0125;-0.0327;0.0;3641000000.0;1.43;0.0794
NATU3;8.74;-8.65;0.92;0.538;0.0;0.414;2.56;4.72;-3.17;6.32;4.84;0.11410000000000001;-0.0622;1.63;0.1161;-0.1065;73805800.0;13040800000.0;0.49;-0.0068000000000000005
AALR3;4.49;-8.5;0.64;0.552;0.0;0.226;156.44;7.93;-0.61;12.14;6.26;0.0696;-0.057;1.01;0.0313;-0.0754;322102.0;1066930000.0;0.46;0.023399999999999997
SEMP3;16.86;-8.12;1.36;15.081;0.0;1.201;15.67;-4.42;15.67;-4.07;-4.07;-3.4098;-1.8581999999999999;1.64;-0.30210000000000004;-0.1681;0.0;118441000.0;0.0;-0.10369999999999999
SZPQ4;6.64;-7.85;2.2;0.855;0.0;0.744;2.62;-20.31;-3.17;-22.77;-22.77;-0.0421;-0.10890000000000001;2.97;-0.0377;-0.28;0.0;684467000.0;0.3;-0.11710000000000001
SIMH3;11.56;-7.72;1.57;0.114;0.0124;0.059;0.64;0.66;-0.1;6.67;4.14;0.1724;-0.0127;1.37;0.1155;-0.2027;49240700.0;3151220000.0;18.23;0.36450000000000005
RCSL4;1.22;-7.58;-5.71;47.534;0.0;4.027;-6.65;-48.15;-2.98;-48.13;-53.46;-0.9871;-6.2238;0.37;-0.0872;0.7535;36145800.0;-27182000.0;0.0;-0.47590000000000005
MEDI3;11.55;-7.52;1.89;0.374;0.0;0.824;-10.02;-9.11;-3.31;-6.61;-6.61;-0.041100000000000005;-0.049800000000000004;0.79;-0.12300000000000001;-0.25129999999999997;0.0;426164000.0;0.02;0.13019999999999998
MNDL3;17.8;-7.25;1.28;0.177;0.0;0.123;-1.07;1.98;-0.25;7.77;6.57;0.0892;-0.024399999999999998;0.78;0.06709999999999999;-0.1771;80703.7;137573000.0;3.78;0.1092
TCNO3;1.2;-6.81;-8.4;0.0;0.0;0.034;-0.08;-2.87;-0.04;-15.11;-17.45;0.0;0.0;0.28;-0.0159;1.2336;0.0;-946000.0;-35.76;-0.3239
CSNA3;7.19;-6.13;0.67;0.21;0.0;0.095;1.19;1.45;-0.19;6.74;4.16;0.1446;-0.0192;1.32;0.0861;-0.11;128973000.0;14141900000.0;3.69;-0.008100000000000001
WEST3;5.95;-5.76;0.3;0.451;0.0;0.22;0.55;-1.62;0.66;0.7;1.11;-0.2786;-0.0782;2.97;-0.2523;-0.0519;558073.0;220729000.0;0.03;-0.17
BLUT3;5.14;-5.63;0.46;0.0;0.0;0.138;-0.76;-42.93;-0.2;-53.97;-53.97;0.0;0.0;0.0;-0.0033;-0.0824;3091.81;56569000.0;0.12;0.0
BUET3;24.99;-5.46;-0.97;1.961;0.0;0.572;-0.67;-13.13;-0.39;-22.6;-36.32;-0.1493;-0.3593;0.11;-0.059500000000000004;0.1779;0.0;-124674000.0;-0.7;0.0455
BEEF3;4.41;-5.41;3.42;0.086;0.0373;0.097;0.6;1.24;-0.29;4.56;3.62;0.0692;-0.015700000000000002;1.35;0.1704;-0.6309;84984500.0;1291830000.0;20.66;0.14529999999999998
LUPA3;1.14;-5.29;0.48;0.783;0.0;0.11;-1.89;-1.82;-0.22;-7.61;-8.89;-0.4296;-0.14800000000000002;0.82;-0.0634;-0.09;223088.0;113324000.0;1.52;-0.0301
TLCP3;48.0;-5.02;1.76;0.824;0.0;0.533;-2.76;-26.61;-1.33;-43.86;-43.86;-0.031;-0.16399999999999998;0.61;-0.0252;-0.3504;0.0;262979000.0;1.21;0.0909
LFFE4;3.89;-4.91;4.08;0.0;0.0;3.599;0.0;-26.5;0.0;-23.11;10.9;0.0;0.0;0.0;0.0;-0.831;0.0;51892000.0;0.0;0.0
CGOS3;26.2;-4.85;1.89;0.509;0.0;0.167;-0.83;-256.6;-0.25;-570.29;-570.29;-0.002;-0.1048;0.54;-0.0008;-0.39020000000000005;0.0;453387000.0;2.48;0.0897
